ID_Consulta,Tipo_Consulta,Consulta,Respuesta_SAE,Departamento_SAE,Satisfaccion_Cliente,Tiempo_Respuesta_Minutos
4292,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Secretaría Académica,5,20
4293,Académica,¿Cómo se realiza el proceso de reincorporación académica?,Debes llenar el formulario de reincorporación en SAE Virtual y esperar la confirmación.,Soporte Académico,3,15
4294,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Soporte Académico,3,45
4295,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Soporte Académico,4,20
4296,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Soporte Académico,4,20
4297,Académica,¿Puedo matricularme si aún debo un curso del ciclo anterior?,"Sí puedes matricularte, pero asegúrate de no tener prerequisitos pendientes para los nuevos cursos.",Secretaría Académica,5,60
4298,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Secretaría Académica,5,15
4299,Académica,¿Cómo funciona el sistema de prerequisitos de cursos?,Los prerequisitos son cursos que debes aprobar antes de matricularte en otros cursos que los requieren.,Soporte Académico,3,15
4300,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Secretaría Académica,3,45
4301,Académica,¿Cuál es el límite de créditos por ciclo?,Puedes llevar hasta 22 créditos si tienes buen rendimiento académico.,Soporte Académico,3,60
4302,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Secretaría Académica,4,45
4303,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Soporte Académico,5,20
4304,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Coordinación Académica,5,15
4305,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Soporte Académico,5,15
4306,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Soporte Académico,4,20
4307,Académica,¿Cómo se realiza el proceso de reincorporación académica?,Debes llenar el formulario de reincorporación en SAE Virtual y esperar la confirmación.,Coordinación Académica,4,20
4308,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Secretaría Académica,4,20
4309,Académica,¿Cómo se realiza el proceso de reincorporación académica?,Debes llenar el formulario de reincorporación en SAE Virtual y esperar la confirmación.,Soporte Académico,3,30
4310,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Soporte Académico,4,45
4311,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Coordinación Académica,3,30
4312,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Soporte Académico,3,15
4313,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Secretaría Académica,3,15
4314,Académica,¿Puedo matricularme si aún debo un curso del ciclo anterior?,"Sí puedes matricularte, pero asegúrate de no tener prerequisitos pendientes para los nuevos cursos.",Secretaría Académica,4,30
4315,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Soporte Académico,3,20
4316,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Soporte Académico,4,15
4317,Académica,¿Cuál es el límite de créditos por ciclo?,Puedes llevar hasta 22 créditos si tienes buen rendimiento académico.,Secretaría Académica,5,30
4318,Académica,¿Qué hago si no aparece un curso en mi matrícula?,"Si no aparece un curso, comunícate inmediatamente con Secretaría Académica.",Secretaría Académica,4,15
4319,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Coordinación Académica,3,60
4320,Académica,¿Cuál es el procedimiento para solicitar cambio de carrera?,Puedes solicitar el cambio de carrera ingresando una solicitud en SAE Virtual y esperando la evaluación académica.,Secretaría Académica,3,20
4321,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Soporte Académico,3,45
4322,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Soporte Académico,3,15
4323,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Coordinación Académica,3,20
4324,Académica,¿Qué hago si no aparece un curso en mi matrícula?,"Si no aparece un curso, comunícate inmediatamente con Secretaría Académica.",Secretaría Académica,5,15
4325,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Coordinación Académica,4,45
4326,Académica,¿Cómo funciona el sistema de prerequisitos de cursos?,Los prerequisitos son cursos que debes aprobar antes de matricularte en otros cursos que los requieren.,Secretaría Académica,3,60
4327,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Soporte Académico,3,20
4328,Académica,¿Qué hago si no aparece un curso en mi matrícula?,"Si no aparece un curso, comunícate inmediatamente con Secretaría Académica.",Secretaría Académica,3,15
4329,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Secretaría Académica,5,60
4330,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Soporte Académico,5,60
4331,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Soporte Académico,3,15
4332,Académica,¿Puedo matricularme si aún debo un curso del ciclo anterior?,"Sí puedes matricularte, pero asegúrate de no tener prerequisitos pendientes para los nuevos cursos.",Secretaría Académica,5,45
4333,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Secretaría Académica,5,20
4334,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Soporte Académico,5,60
4335,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Coordinación Académica,4,60
4336,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Soporte Académico,3,20
4337,Académica,¿Qué requisitos debo cumplir para realizar prácticas preprofesionales?,Debes tener aprobados los cursos correspondientes y estar en el último año de carrera.,Coordinación Académica,3,45
4338,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Coordinación Académica,4,45
4339,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Secretaría Académica,5,30
4340,Académica,¿Cómo se realiza el proceso de reincorporación académica?,Debes llenar el formulario de reincorporación en SAE Virtual y esperar la confirmación.,Secretaría Académica,3,30
4341,Académica,¿Puedo matricularme si aún debo un curso del ciclo anterior?,"Sí puedes matricularte, pero asegúrate de no tener prerequisitos pendientes para los nuevos cursos.",Soporte Académico,5,15
4342,Académica,¿Cuál es el procedimiento para solicitar cambio de carrera?,Puedes solicitar el cambio de carrera ingresando una solicitud en SAE Virtual y esperando la evaluación académica.,Secretaría Académica,4,15
4343,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Soporte Académico,5,30
4344,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Secretaría Académica,5,30
4345,Académica,¿Qué requisitos debo cumplir para realizar prácticas preprofesionales?,Debes tener aprobados los cursos correspondientes y estar en el último año de carrera.,Soporte Académico,4,20
4346,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Secretaría Académica,4,15
4347,Académica,¿Cuál es el límite de créditos por ciclo?,Puedes llevar hasta 22 créditos si tienes buen rendimiento académico.,Secretaría Académica,4,45
4348,Académica,¿Cuál es el límite de créditos por ciclo?,Puedes llevar hasta 22 créditos si tienes buen rendimiento académico.,Coordinación Académica,5,45
4349,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Soporte Académico,4,15
4350,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Secretaría Académica,3,20
4351,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Coordinación Académica,4,15
4352,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Secretaría Académica,4,60
4353,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Coordinación Académica,3,60
4354,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Coordinación Académica,4,45
4355,Académica,¿Qué hago si no aparece un curso en mi matrícula?,"Si no aparece un curso, comunícate inmediatamente con Secretaría Académica.",Secretaría Académica,4,15
4356,Académica,¿Puedo matricularme si aún debo un curso del ciclo anterior?,"Sí puedes matricularte, pero asegúrate de no tener prerequisitos pendientes para los nuevos cursos.",Secretaría Académica,5,20
4357,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Soporte Académico,4,15
4358,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Secretaría Académica,4,30
4359,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Coordinación Académica,3,20
4360,Académica,¿Qué requisitos debo cumplir para realizar prácticas preprofesionales?,Debes tener aprobados los cursos correspondientes y estar en el último año de carrera.,Soporte Académico,5,20
4361,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Coordinación Académica,3,30
4362,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Secretaría Académica,4,60
4363,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Coordinación Académica,4,15
4364,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Secretaría Académica,3,45
4365,Académica,¿Cuál es el límite de créditos por ciclo?,Puedes llevar hasta 22 créditos si tienes buen rendimiento académico.,Coordinación Académica,5,60
4366,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Coordinación Académica,5,15
4367,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Secretaría Académica,5,45
4368,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Soporte Académico,3,20
4369,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Secretaría Académica,5,45
4370,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Soporte Académico,4,15
4371,Académica,¿Cómo funciona el sistema de prerequisitos de cursos?,Los prerequisitos son cursos que debes aprobar antes de matricularte en otros cursos que los requieren.,Soporte Académico,3,60
4372,Académica,¿Cuál es el procedimiento para solicitar cambio de carrera?,Puedes solicitar el cambio de carrera ingresando una solicitud en SAE Virtual y esperando la evaluación académica.,Soporte Académico,4,20
4373,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Coordinación Académica,5,15
4374,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Coordinación Académica,5,60
4375,Académica,¿Cómo funciona el sistema de prerequisitos de cursos?,Los prerequisitos son cursos que debes aprobar antes de matricularte en otros cursos que los requieren.,Secretaría Académica,3,15
4376,Académica,¿Puedo matricularme si aún debo un curso del ciclo anterior?,"Sí puedes matricularte, pero asegúrate de no tener prerequisitos pendientes para los nuevos cursos.",Secretaría Académica,5,45
4377,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Coordinación Académica,5,15
4378,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Coordinación Académica,4,20
4379,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Secretaría Académica,3,20
4380,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Coordinación Académica,5,30
4381,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Coordinación Académica,5,30
4382,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Coordinación Académica,5,45
4383,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Soporte Académico,4,60
4384,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Secretaría Académica,4,20
4385,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Soporte Académico,3,20
4386,Académica,¿Qué hago si no aparece un curso en mi matrícula?,"Si no aparece un curso, comunícate inmediatamente con Secretaría Académica.",Soporte Académico,4,15
4387,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Secretaría Académica,4,60
4388,Académica,¿Cómo se realiza el proceso de reincorporación académica?,Debes llenar el formulario de reincorporación en SAE Virtual y esperar la confirmación.,Coordinación Académica,5,45
4389,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Secretaría Académica,4,60
4390,Académica,¿Cuál es el procedimiento para solicitar cambio de carrera?,Puedes solicitar el cambio de carrera ingresando una solicitud en SAE Virtual y esperando la evaluación académica.,Secretaría Académica,5,15
4391,Académica,¿Qué requisitos debo cumplir para realizar prácticas preprofesionales?,Debes tener aprobados los cursos correspondientes y estar en el último año de carrera.,Soporte Académico,3,45
4392,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Soporte Académico,3,45
4393,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Secretaría Académica,4,45
4394,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Secretaría Académica,4,60
4395,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Coordinación Académica,4,15
4396,Académica,¿Cuál es el procedimiento para solicitar cambio de carrera?,Puedes solicitar el cambio de carrera ingresando una solicitud en SAE Virtual y esperando la evaluación académica.,Coordinación Académica,4,20
4397,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Soporte Académico,4,15
4398,Académica,¿Cuál es el procedimiento para solicitar cambio de carrera?,Puedes solicitar el cambio de carrera ingresando una solicitud en SAE Virtual y esperando la evaluación académica.,Soporte Académico,4,20
4399,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Secretaría Académica,3,30
4400,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Coordinación Académica,5,30
4401,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Coordinación Académica,4,30
4402,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Coordinación Académica,3,15
4403,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Soporte Académico,5,30
4404,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Soporte Académico,3,20
4405,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Coordinación Académica,4,45
4406,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Secretaría Académica,5,15
4407,Académica,¿Qué hago si no aparece un curso en mi matrícula?,"Si no aparece un curso, comunícate inmediatamente con Secretaría Académica.",Coordinación Académica,5,20
4408,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Soporte Académico,4,20
4409,Académica,¿Cómo solicito una constancia de estudios?,La constancia de estudios puede ser solicitada en línea desde SAE Virtual.,Secretaría Académica,4,45
4410,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Secretaría Académica,4,60
4411,Académica,¿Cómo me contacto con el coordinador de mi carrera?,"Puedes encontrar los datos del coordinador en el portal SAE, dentro de la sección de tu carrera.",Secretaría Académica,5,60
4412,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Coordinación Académica,5,15
4413,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Coordinación Académica,5,15
4414,Académica,¿Cuál es el límite de créditos por ciclo?,Puedes llevar hasta 22 créditos si tienes buen rendimiento académico.,Soporte Académico,4,15
4415,Académica,¿Cuál es el procedimiento para solicitar cambio de carrera?,Puedes solicitar el cambio de carrera ingresando una solicitud en SAE Virtual y esperando la evaluación académica.,Soporte Académico,5,45
4416,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Secretaría Académica,3,45
4417,Académica,¿Puedo matricularme si aún debo un curso del ciclo anterior?,"Sí puedes matricularte, pero asegúrate de no tener prerequisitos pendientes para los nuevos cursos.",Secretaría Académica,3,20
4418,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Secretaría Académica,3,45
4419,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Soporte Académico,3,30
4420,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Secretaría Académica,3,20
4421,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Secretaría Académica,5,20
4422,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Secretaría Académica,4,15
4423,Académica,¿Qué requisitos debo cumplir para realizar prácticas preprofesionales?,Debes tener aprobados los cursos correspondientes y estar en el último año de carrera.,Secretaría Académica,3,30
4424,Académica,¿Qué hago si no aparece un curso en mi matrícula?,"Si no aparece un curso, comunícate inmediatamente con Secretaría Académica.",Secretaría Académica,4,20
4425,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Secretaría Académica,3,30
4426,Académica,¿Cómo funciona el sistema de prerequisitos de cursos?,Los prerequisitos son cursos que debes aprobar antes de matricularte en otros cursos que los requieren.,Coordinación Académica,5,60
4427,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Secretaría Académica,4,60
4428,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Secretaría Académica,5,15
4429,Académica,¿Cómo se realiza el proceso de reincorporación académica?,Debes llenar el formulario de reincorporación en SAE Virtual y esperar la confirmación.,Secretaría Académica,3,15
4430,Académica,¿Puedo matricularme si aún debo un curso del ciclo anterior?,"Sí puedes matricularte, pero asegúrate de no tener prerequisitos pendientes para los nuevos cursos.",Soporte Académico,5,30
4431,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Secretaría Académica,3,60
4432,Académica,¿Puedo matricularme si aún debo un curso del ciclo anterior?,"Sí puedes matricularte, pero asegúrate de no tener prerequisitos pendientes para los nuevos cursos.",Coordinación Académica,5,20
4433,Académica,¿Cuál es el límite de créditos por ciclo?,Puedes llevar hasta 22 créditos si tienes buen rendimiento académico.,Secretaría Académica,3,20
4434,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Secretaría Académica,3,30
4435,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Secretaría Académica,3,15
4436,Académica,¿Qué requisitos debo cumplir para realizar prácticas preprofesionales?,Debes tener aprobados los cursos correspondientes y estar en el último año de carrera.,Soporte Académico,5,15
4437,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Secretaría Académica,3,45
4438,Académica,¿Cómo funciona el sistema de prerequisitos de cursos?,Los prerequisitos son cursos que debes aprobar antes de matricularte en otros cursos que los requieren.,Soporte Académico,4,20
4439,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Coordinación Académica,3,45
4440,Académica,¿Qué hago si no aparece un curso en mi matrícula?,"Si no aparece un curso, comunícate inmediatamente con Secretaría Académica.",Secretaría Académica,3,20
4441,Académica,¿Dónde consulto los requisitos para titulación?,Los requisitos para titulación están disponibles en Secretaría Académica y en el reglamento publicado en SAE.,Soporte Académico,4,20
4442,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Secretaría Académica,5,60
4443,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Coordinación Académica,3,45
4444,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Secretaría Académica,4,15
4445,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Secretaría Académica,3,60
4446,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Soporte Académico,4,45
4447,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Soporte Académico,5,20
4448,Académica,¿Cómo se realiza el proceso de reincorporación académica?,Debes llenar el formulario de reincorporación en SAE Virtual y esperar la confirmación.,Soporte Académico,3,15
4449,Académica,¿Qué hago si tengo un cruce de horarios en mis cursos?,Acércate a Coordinación Académica para reprogramar tus horarios en caso de cruces.,Soporte Académico,5,30
4450,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Soporte Académico,4,60
4451,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Secretaría Académica,4,20
4452,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Soporte Académico,5,45
4453,Académica,¿Cómo puedo convalidar cursos si vengo de otra universidad?,Debes presentar tu historial académico y sílabos sellados en Secretaría Académica para evaluar las convalidaciones.,Soporte Académico,3,45
4454,Académica,¿Puedo reservar matrícula si aún no tengo mis notas completas?,La reserva de matrícula puede hacerse mediante un formulario especial en Secretaría Académica.,Coordinación Académica,3,30
4455,Académica,¿Qué pasos debo seguir para suspender el semestre?,"Para suspender el semestre, deberás presentar una solicitud antes de la sexta semana de clases.",Soporte Académico,5,15
4456,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Secretaría Académica,3,60
4457,Académica,¿Qué cursos puedo llevar en verano?,Los cursos disponibles en verano se publican al finalizar el semestre en curso.,Coordinación Académica,5,20
4458,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Soporte Académico,3,60
4459,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Coordinación Académica,3,60
4460,Académica,¿Qué sucede si desapruebo un curso por tercera vez?,"Si desapruebas tres veces, el curso es bloqueado y necesitas autorización especial para cursarlo nuevamente.",Coordinación Académica,3,15
4461,Académica,¿Dónde puedo ver el historial académico completo?,"Tu historial académico completo se encuentra disponible en el portal SAE Virtual, en la sección 'Académico'.",Soporte Académico,5,20
4462,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Coordinación Académica,5,15
4463,Académica,¿Cómo solicito revisión de examen final?,La revisión de examen se solicita dentro de los tres días hábiles posteriores a la publicación de notas.,Soporte Académico,4,45
4464,Académica,¿Dónde puedo ver mi plan curricular actualizado?,Tu plan curricular actualizado está disponible en tu ficha académica dentro del portal SAE.,Secretaría Académica,3,20
4465,Académica,¿Cuándo inician las clases del siguiente ciclo académico?,Las clases del próximo ciclo inician una semana después del cierre de matrícula.,Coordinación Académica,4,60
